date,UNRATE,PCEPI,PCEPILFE,RPI,PMSAVE,ALTSALES,INDPRO,TCU,PERMIT,HOUST,CIVPART,CPIAUCSL,CPILFESL,AtmCO2,goldMP,silverMP,globalTemp
1976-01-01,7.9,27.795,27.844,5206.807,150.6,12.512,42.9179,78.5352,1195.0,1367.0,61.3,55.8,55.9,331.56,140.35,4.164,0.07977
1976-02-01,7.7,27.831,27.955,5237.103,159.8,13.044,43.3469,79.1583,1190.0,1538.0,61.3,55.9,56.2,332.74,130.4,3.994,-0.569428
1976-03-01,7.6,27.873,28.047,5250.841,158.5,13.085,43.4396,79.1609,1164.0,1421.0,61.3,56.0,56.5,333.36,132.3,4.193,-0.848885
1976-04-01,7.7,27.936,28.157,5271.098,152.5,12.915,43.6562,79.3847,1132.0,1395.0,61.6,56.1,56.7,334.74,129.2,4.121,-0.063653
1976-05-01,7.4,28.069,28.29,5277.153,161.4,12.645,43.842,79.5472,1194.0,1459.0,61.5,56.4,57.0,334.72,128.35,4.414,-0.58281
1976-06-01,7.6,28.192,28.405,5284.953,150.5,12.727,43.8892,79.4537,1188.0,1495.0,61.5,56.7,57.2,333.98,126.65,4.677,-0.477592
1976-07-01,7.8,28.335,28.561,5317.491,155.5,13.122,44.1328,79.7129,1245.0,1401.0,61.8,57.0,57.6,333.08,122.9,4.818,-0.453358
1976-08-01,7.8,28.491,28.726,5332.551,157.0,12.594,44.4373,80.0788,1309.0,1550.0,61.8,57.3,57.9,330.68,111.9,4.471,-0.272633
1976-09-01,7.6,28.651,28.894,5337.168,153.8,13.209,44.5848,80.1586,1481.0,1720.0,61.6,57.6,58.2,328.96,105.7,4.088,-0.036119
1976-10-01,7.7,28.801,29.036,5335.461,150.4,12.537,44.5707,79.9457,1425.0,1629.0,61.6,57.9,58.5,328.72,116.0,4.36,-1.108638
1976-11-01,7.8,28.932,29.168,5382.241,156.3,13.006,45.2543,80.9791,1531.0,1641.0,61.9,58.1,58.7,330.16,122.6,4.299,-0.801555
1976-12-01,7.8,29.094,29.326,5398.735,146.4,14.197,45.7422,81.6559,1511.0,1804.0,61.8,58.4,58.9,331.62,130.5,4.242,-0.748783
1977-01-01,7.5,29.263,29.505,5372.549,147.6,14.019,45.4293,80.9038,1466.0,1527.0,61.6,58.7,59.3,332.68,135.7,4.426,-0.567784
1977-02-01,7.6,29.492,29.686,5389.96,129.4,14.335,46.1459,81.9747,1560.0,1943.0,61.9,59.3,59.7,333.17,132.6,4.469,-0.49821
1977-03-01,7.4,29.64,29.812,5413.846,148.6,14.782,46.7314,82.8042,1660.0,2063.0,62.0,59.6,60.0,334.96,141.4,4.718,-0.207956
1977-04-01,7.2,29.812,29.959,5437.2,149.7,14.753,47.188,83.3995,1660.0,1892.0,62.1,60.0,60.3,336.14,148.3,4.836,0.138507
1977-05-01,7.0,29.963,30.112,5450.793,147.1,14.605,47.552,83.8236,1668.0,1971.0,62.2,60.2,60.6,336.93,148.35,4.774,0.267719
1977-06-01,7.2,30.131,30.292,5459.172,154.3,14.571,47.9155,84.239,1752.0,1893.0,62.4,60.5,61.0,336.17,143.85,4.585,0.184161
1977-07-01,6.9,30.287,30.479,5489.51,154.1,14.306,47.9773,84.12,1687.0,2058.0,62.1,60.8,61.2,334.89,142.55,4.523,-0.058699
1977-08-01,7.0,30.428,30.629,5511.046,161.4,14.488,48.0266,83.9765,1780.0,2020.0,62.3,61.1,61.5,332.56,144.2,4.514,-0.095596
1977-09-01,6.8,30.543,30.758,5545.405,165.8,14.274,48.2179,84.0778,1674.0,1949.0,62.3,61.3,61.8,331.29,145.43,4.47,0.040681
1977-10-01,6.8,30.685,30.907,5593.319,166.4,14.511,48.295,83.9767,1758.0,2042.0,62.4,61.6,62.0,331.28,155.45,4.656,-0.360848
1977-11-01,6.8,30.861,31.067,5637.491,171.3,14.396,48.3823,83.8911,1771.0,2042.0,62.8,62.0,62.3,332.46,162.5,4.875,0.311445
1977-12-01,6.4,31.011,31.227,5662.417,175.7,14.789,48.4679,83.8023,1754.0,2142.0,62.7,62.3,62.7,333.6,160.3,4.779,-0.394364
1978-01-01,6.4,31.194,31.414,5642.502,184.0,13.334,47.7604,82.3473,1740.0,1718.0,62.8,62.7,63.1,334.94,169.2,4.87,-0.258314
1978-02-01,6.3,31.339,31.535,5667.791,174.3,13.969,48.0271,82.5737,1736.0,1738.0,62.7,63.0,63.4,335.26,176.4,5.0,-0.42415
1978-03-01,6.3,31.542,31.706,5700.022,174.6,14.714,48.9459,83.9168,1799.0,2032.0,62.8,63.4,63.8,336.66,182.5,5.007,-0.166889
1978-04-01,6.1,31.781,31.911,5732.667,172.7,15.757,49.9198,85.3482,1948.0,2197.0,63.0,63.9,64.3,337.69,183.4,5.417,-0.194907
1978-05-01,6.0,32.008,32.099,5739.268,167.0,15.83,50.1602,85.5208,1766.0,2075.0,63.1,64.5,64.7,338.02,168.9,4.977,-0.354557
1978-06-01,5.9,32.217,32.278,5760.201,163.3,15.868,50.4826,85.8308,1983.0,2070.0,63.3,65.0,65.2,338.01,183.0,5.401,-0.558388
1978-07-01,6.2,32.393,32.468,5791.884,178.8,15.086,50.4464,85.5323,1786.0,2092.0,63.2,65.5,65.6,336.5,183.25,5.272,-0.469368
1978-08-01,5.9,32.557,32.642,5818.097,173.5,15.676,50.6531,85.6465,1691.0,1996.0,63.2,65.9,66.1,334.42,205.1,5.716,-0.45297
1978-09-01,6.0,32.742,32.83,5825.741,177.1,14.195,50.7724,85.6125,1751.0,1970.0,63.3,66.5,66.7,332.36,208.0,5.519,-0.060951
1978-10-01,5.8,33.003,33.071,5847.005,180.4,15.391,51.1649,86.0371,1781.0,1981.0,63.3,67.1,67.2,332.45,217.1,5.673,-0.16206
1978-11-01,5.9,33.19,33.249,5857.195,177.4,15.015,51.5582,86.4614,1795.0,2094.0,63.5,67.5,67.6,333.76,227.5,6.134,0.251836
1978-12-01,6.0,33.345,33.378,5890.505,177.7,14.839,51.8153,86.6562,1818.0,2044.0,63.6,67.9,68.0,334.91,194.65,5.949,-0.471788
1979-01-01,5.9,33.597,33.549,5910.093,192.9,14.626,51.5359,85.9566,1461.0,1630.0,63.6,68.5,68.5,336.14,226.8,6.083,-0.602869
1979-02-01,5.9,33.776,33.659,5933.423,193.5,14.856,51.7994,86.1651,1492.0,1520.0,63.8,69.2,69.2,336.69,229.35,6.644,-1.530911
1979-03-01,5.8,34.04,33.852,5951.404,198.2,14.839,51.9544,86.1935,1720.0,1847.0,63.8,69.9,69.8,338.27,248.8,7.624,-0.484441
1979-04-01,5.8,34.395,34.165,5903.905,194.4,14.304,51.334,84.9421,1597.0,1748.0,63.5,70.6,70.3,338.82,239.7,7.461,-0.889048
1979-05-01,5.6,34.751,34.462,5883.494,183.8,13.966,51.7922,85.4801,1684.0,1876.0,63.3,71.4,70.8,339.24,247.3,8.02,-0.275074
1979-06-01,5.7,35.038,34.655,5880.39,176.6,12.363,51.7961,85.2706,1640.0,1913.0,63.5,72.2,71.3,339.26,275.1,8.634,-0.198374
1979-07-01,5.7,35.305,34.829,5924.962,192.3,13.712,51.7124,84.9248,1534.0,1760.0,63.6,73.0,71.9,337.54,282.5,8.697,0.003011
1979-08-01,6.0,35.575,35.06,5934.384,179.1,13.999,51.3766,84.1753,1591.0,1778.0,63.6,73.7,72.7,335.72,290.1,9.095,-0.121365
1979-09-01,5.9,35.889,35.299,5934.022,174.9,13.953,51.3741,83.9806,1638.0,1832.0,63.8,74.4,73.3,333.97,322.9,10.905,0.153776
1979-10-01,6.0,36.182,35.557,5934.119,181.1,12.733,51.7268,84.3728,1481.0,1681.0,63.7,75.2,74.0,334.24,414.75,17.09,0.271431
1979-11-01,5.9,36.433,35.784,5953.221,182.8,12.667,51.6422,84.0579,1276.0,1524.0,63.7,76.0,74.8,335.32,378.5,16.32,0.128624
1979-12-01,6.0,36.739,36.041,5968.38,192.4,13.198,51.6763,83.9436,1254.0,1498.0,63.9,76.9,75.7,336.81,428.75,19.88,0.615266
1980-01-01,6.3,37.124,36.315,5976.816,192.0,14.115,51.9545,84.2311,1280.0,1341.0,64.0,78.0,76.7,337.9,559.5,39.95,-0.0949
1980-02-01,6.3,37.526,36.677,5949.587,197.5,12.967,51.9779,84.1083,1199.0,1350.0,64.0,79.0,77.5,338.34,676.5,35.314,0.261446
1980-03-01,6.3,37.987,37.017,5918.133,201.7,11.797,51.7565,83.5935,988.0,1047.0,63.7,80.1,78.6,340.07,633.75,34.75,-0.553197
1980-04-01,6.9,38.185,37.207,5911.122,223.5,10.198,50.7369,81.7958,808.0,1051.0,63.8,80.9,79.5,340.93,509.5,16.99,-0.119986
1980-05-01,7.5,38.482,37.507,5892.81,226.7,9.31,49.49,79.638,861.0,927.0,63.9,81.7,80.1,341.45,490.0,12.0,0.101242
1980-06-01,7.6,38.725,37.756,5906.964,224.7,10.181,48.8505,78.4608,1118.0,1196.0,63.7,82.5,81.0,341.36,561.5,14.65,-0.040268
1980-07-01,7.8,39.026,38.021,5950.966,229.9,11.381,48.4997,77.7482,1259.0,1269.0,63.8,82.6,80.8,339.45,660.0,17.101,0.053485
1980-08-01,7.7,39.351,38.296,5963.437,232.0,10.86,48.6554,77.8447,1367.0,1436.0,63.7,83.2,81.3,337.67,622.0,15.61,-0.006617
1980-09-01,7.5,39.715,38.657,5989.16,242.4,10.622,49.4677,78.9834,1484.0,1471.0,63.6,83.9,82.1,336.25,628.75,15.99,-0.095976
1980-10-01,7.5,40.033,38.975,6040.861,237.0,11.146,50.0947,79.8159,1366.0,1523.0,63.7,84.7,83.0,336.14,682.0,21.752,0.178928
1980-11-01,7.5,40.359,39.282,6055.398,246.7,11.014,50.9311,80.9704,1383.0,1510.0,63.8,85.6,83.9,337.3,640.5,18.83,0.188012
1980-12-01,7.2,40.621,39.518,6084.759,244.7,10.718,51.2644,81.3163,1249.0,1482.0,63.6,86.4,84.9,338.29,635.0,18.902,-0.23901
1981-01-01,7.5,41.011,39.861,6065.141,235.0,11.036,50.9453,80.6229,1221.0,1547.0,63.9,87.2,85.4,339.29,597.5,15.8,1.305926
1981-02-01,7.4,41.426,40.152,6048.204,235.1,12.116,50.7332,80.0944,1199.0,1246.0,63.9,88.0,85.9,340.55,493.5,12.855,0.732634
1981-03-01,7.4,41.715,40.375,6067.35,236.8,12.185,50.9922,80.3057,1183.0,1306.0,64.1,88.6,86.4,341.63,465.5,11.6,0.616543
1981-04-01,7.2,41.897,40.633,6056.169,237.6,10.212,50.778,79.7704,1190.0,1360.0,64.2,89.1,87.0,342.6,514.25,12.03,0.305928
1981-05-01,7.5,42.085,40.913,6074.295,241.3,10.136,51.0667,80.0226,1173.0,1140.0,64.3,89.7,87.8,343.04,487.5,11.13,0.082592
1981-06-01,7.5,42.253,41.117,6107.73,240.5,10.205,51.3355,80.2399,976.0,1045.0,63.7,90.5,88.6,342.54,483.25,10.673,0.271707
1981-07-01,7.2,42.508,41.365,6199.452,280.3,10.206,51.6646,80.5506,935.0,1041.0,63.8,91.5,89.8,340.82,422.0,8.45,0.081882
1981-08-01,7.4,42.774,41.642,6222.937,275.7,12.457,51.6049,80.2571,889.0,940.0,63.8,92.2,90.7,338.48,392.5,8.24,0.235208
1981-09-01,7.6,43.033,41.915,6213.748,285.6,10.863,51.3527,79.6687,847.0,911.0,63.5,93.1,91.8,336.95,421.5,9.15,0.0744
1981-10-01,7.9,43.228,42.165,6190.074,299.3,9.209,50.9581,78.866,731.0,873.0,63.8,93.4,92.1,337.05,436.75,9.32,0.312483
1981-11-01,8.3,43.46,42.411,6197.172,305.3,9.294,50.3634,77.7627,748.0,837.0,63.9,93.8,92.5,338.58,430.0,9.168,0.493823
1981-12-01,8.5,43.594,42.568,6193.277,290.1,8.849,49.8181,76.7466,796.0,910.0,63.6,94.1,93.0,339.91,402.5,8.068,0.601019
1982-01-01,8.6,43.853,42.829,6179.452,297.1,10.075,48.7979,75.0122,794.0,843.0,63.7,94.4,93.3,340.93,395.0,8.062,-0.835689
1982-02-01,8.9,43.985,42.994,6205.602,285.6,10.725,49.7942,76.3833,808.0,866.0,63.8,94.7,93.8,341.76,379.5,8.12,-0.263175
1982-03-01,9.0,44.098,43.182,6201.39,287.5,10.457,49.459,75.7186,891.0,931.0,63.8,94.7,93.9,342.78,361.25,7.741,-0.667814
1982-04-01,9.3,44.12,43.353,6244.64,308.8,9.541,49.0072,74.8888,888.0,917.0,63.9,95.0,94.7,343.96,327.0,7.11,-0.120417
1982-05-01,9.4,44.382,43.589,6244.365,294.0,10.9,48.6784,74.2587,953.0,1025.0,64.2,95.9,95.4,344.77,341.75,6.898,-0.405557
1982-06-01,9.6,44.704,43.808,6223.394,293.9,9.42,48.5529,73.9501,913.0,902.0,63.9,97.0,96.1,343.88,318.75,6.096,-0.321802
1982-07-01,9.8,44.969,44.092,6223.874,305.5,9.585,48.3859,73.5908,1044.0,1166.0,64.0,97.5,96.7,342.42,310.25,5.712,0.047601
1982-08-01,9.8,45.108,44.295,6236.193,308.4,9.779,47.9495,72.8353,926.0,1046.0,64.1,97.7,97.1,340.24,351.35,6.888,-0.213435
1982-09-01,10.1,45.233,44.459,6233.608,289.2,10.958,47.8258,72.5682,1042.0,1144.0,64.1,97.7,97.2,338.38,405.25,7.69,-0.029595
1982-10-01,10.4,45.487,44.741,6229.736,278.5,9.981,47.3656,71.8027,1149.0,1173.0,64.1,98.1,97.5,338.41,402.0,8.232,-0.233971
1982-11-01,10.8,45.624,44.906,6253.827,271.6,11.866,47.2148,71.5184,1229.0,1372.0,64.2,98.0,97.3,339.44,427.25,10.18,-0.732321
1982-12-01,10.8,45.693,45.049,6286.221,274.3,11.073,46.8797,70.9657,1351.0,1303.0,64.1,97.7,97.2,340.78,440.25,10.14,0.2201
1983-01-01,10.4,45.906,45.357,6279.297,281.8,10.688,47.7491,72.2448,1426.0,1586.0,63.9,97.9,97.6,341.57,449.5,11.065,0.449693
1983-02-01,10.4,45.984,45.525,6283.89,283.3,10.441,47.4548,71.77,1471.0,1699.0,63.8,98.0,98.0,342.79,508.5,14.302,0.044317
1983-03-01,10.3,46.043,45.583,6314.258,272.3,10.832,47.8516,72.3463,1475.0,1606.0,63.7,98.1,98.2,343.37,414.0,10.68,0.136061
1983-04-01,10.2,46.253,45.721,6319.274,264.8,11.507,48.4511,73.2328,1566.0,1472.0,63.8,98.8,98.6,345.39,426.75,10.975,-0.529953
1983-05-01,10.1,46.384,45.787,6351.636,257.0,11.865,48.7542,73.6723,1669.0,1776.0,63.7,99.2,98.9,346.14,433.5,12.117,-0.391806
1983-06-01,10.1,46.557,46.001,6360.3,237.8,12.785,49.0496,74.0991,1769.0,1733.0,64.3,99.4,99.2,345.76,410.0,12.745,-0.133894
1983-07-01,9.4,46.82,46.311,6378.268,255.6,12.733,49.7773,75.1751,1795.0,1785.0,64.1,99.8,99.8,344.32,416.25,11.565,0.200504
1983-08-01,9.5,47.02,46.55,6369.041,244.9,12.048,50.3727,76.044,1713.0,1910.0,64.3,100.1,100.1,342.51,411.25,11.805,0.398369
1983-09-01,9.2,47.185,46.738,6412.175,258.0,12.258,51.098,77.0993,1585.0,1710.0,64.3,100.4,100.5,340.46,416.6,12.16,0.308067
1983-10-01,8.8,47.265,46.821,6473.198,262.6,13.103,51.4993,77.6543,1716.0,1715.0,64.0,100.8,101.0,340.53,389.0,10.4,0.10811
1983-11-01,8.5,47.332,46.93,6524.235,280.1,12.899,51.727,77.9349,1668.0,1785.0,64.1,101.1,101.5,341.79,377.75,8.37,0.806819
1983-12-01,8.3,47.358,46.965,6581.287,277.9,14.278,51.9886,78.2537,1627.0,1688.0,64.1,101.4,101.8,343.2,399.25,9.58,-0.120597
1984-01-01,8.0,47.564,47.121,6603.03,276.1,13.998,53.0175,79.7126,1816.0,1897.0,63.9,102.1,102.5,344.21,383.0,8.96,0.291779
1984-02-01,7.8,47.884,47.418,6639.713,326.2,14.13,53.2651,79.9814,1987.0,2260.0,64.1,102.6,102.8,344.92,378.15,8.702,-0.428317
1984-03-01,7.8,48.041,47.598,6679.057,324.9,13.967,53.5145,80.2384,1725.0,1663.0,64.1,102.9,103.2,345.68,392.75,9.625,-0.109422
1984-04-01,7.7,48.224,47.822,6721.247,327.8,14.094,53.8319,80.5838,1776.0,1851.0,64.3,103.3,103.7,347.38,387.2,9.742,-0.499646
1984-05-01,7.4,48.285,47.933,6735.713,317.6,14.569,54.1204,80.8718,1741.0,1774.0,64.5,103.5,104.1,347.78,376.5,8.928,0.260454
1984-06-01,7.2,48.371,48.046,6785.832,319.6,14.394,54.3133,81.0034,1814.0,1843.0,64.6,103.7,104.5,347.16,393.75,9.363,-0.057588
1984-07-01,7.5,48.544,48.253,6800.935,333.4,14.455,54.4644,81.0623,1605.0,1732.0,64.6,104.1,105.0,345.79,370.0,8.295,-0.1039
1984-08-01,7.5,48.693,48.412,6845.315,343.9,14.006,54.53,80.9851,1530.0,1586.0,64.4,104.4,105.4,343.74,339.0,7.015,0.019487
1984-09-01,7.3,48.759,48.486,6897.723,346.8,13.662,54.3775,80.5773,1523.0,1698.0,64.4,104.7,105.8,341.59,344.5,7.315,-0.138538
1984-10-01,7.4,48.874,48.595,6877.638,344.9,14.342,54.3528,80.3528,1490.0,1590.0,64.4,105.1,106.2,341.86,345.4,7.453,0.107195
1984-11-01,7.2,48.943,48.698,6913.808,320.6,14.444,54.5344,80.4271,1643.0,1689.0,64.5,105.3,106.4,343.31,333.8,7.176,-0.316112
1984-12-01,7.3,49.081,48.891,6960.651,333.8,14.306,54.5608,80.2683,1626.0,1612.0,64.6,105.5,106.8,345.0,329.5,6.998,-0.936913
1985-01-01,7.3,49.326,49.165,6953.088,308.0,15.265,54.5342,80.0283,1660.0,1711.0,64.7,105.7,107.1,345.48,305.5,6.25,0.219071
1985-02-01,7.2,49.555,49.42,6958.565,269.6,15.432,54.7019,80.0705,1662.0,1632.0,64.7,106.3,107.7,346.41,303.6,6.295,-0.971032
1985-03-01,7.2,49.749,49.593,6988.108,258.6,15.049,54.7739,79.972,1727.0,1800.0,64.9,106.8,108.1,347.91,287.25,5.605,-0.168392
1985-04-01,7.3,49.821,49.652,6975.177,301.7,15.224,54.6662,79.6139,1664.0,1821.0,64.9,107.0,108.4,348.66,321.1,6.52,-0.390821
1985-05-01,7.2,49.939,49.823,6990.38,347.0,15.27,54.7472,79.5339,1709.0,1680.0,64.8,107.2,108.8,349.28,312.5,6.15,-0.093468
1985-06-01,7.4,50.075,49.988,7015.149,295.6,14.8,54.7211,79.3029,1716.0,1676.0,64.6,107.5,109.1,348.65,318.1,6.209,-0.075745
1985-07-01,7.4,50.198,50.134,7025.338,282.7,15.222,54.4381,78.7087,1697.0,1684.0,64.7,107.7,109.4,346.9,313.9,6.095,-0.328357
1985-08-01,7.1,50.364,50.38,7025.068,253.4,16.633,54.619,78.7942,1808.0,1743.0,64.6,107.9,109.8,345.26,322.1,6.25,-0.085867
1985-09-01,7.1,50.449,50.484,7057.327,228.9,18.809,54.82,78.918,1916.0,1676.0,64.9,108.1,110.0,343.47,334.65,6.223,-0.102878
1985-10-01,7.1,50.533,50.565,7091.229,288.0,13.887,54.6304,78.4912,1743.0,1834.0,65.0,108.5,110.5,343.35,322.25,6.0,-0.074532
1985-11-01,7.0,50.68,50.689,7102.139,286.2,14.333,54.8176,78.6182,1692.0,1698.0,64.9,109.0,111.1,344.73,323.5,6.068,-0.149794
1985-12-01,7.0,50.85,50.827,7145.546,275.4,15.387,55.3596,79.2651,1794.0,1942.0,65.0,109.5,111.4,346.12,321.5,6.102,0.02301
1986-01-01,6.7,51.084,51.101,7140.925,279.5,15.781,55.6511,79.5636,1847.0,1972.0,64.9,109.9,111.9,346.78,326.3,5.81,0.339734
1986-02-01,7.2,51.084,51.233,7176.182,302.7,15.126,55.27,78.9134,1767.0,1848.0,65.0,109.7,112.2,347.48,347.3,6.035,0.218388
1986-03-01,7.2,50.972,51.389,7243.924,324.7,13.9,54.8828,78.2664,1780.0,1876.0,65.1,109.1,112.5,348.25,335.6,5.65,0.038742
1986-04-01,7.1,50.868,51.482,7267.821,318.0,15.579,54.9456,78.2696,1858.0,1933.0,65.1,108.7,112.9,349.86,333.1,5.185,-0.124505
1986-05-01,7.2,50.961,51.57,7275.711,304.2,16.038,55.0535,78.3421,1797.0,1854.0,65.2,109.0,113.1,350.52,345.1,5.11,0.013106
1986-06-01,7.2,51.151,51.725,7277.787,308.9,15.637,54.837,77.9558,1790.0,1847.0,65.4,109.4,113.4,349.98,341.85,5.205,-0.026161
1986-07-01,7.0,51.164,51.819,7312.343,306.1,15.471,55.1716,78.3535,1780.0,1782.0,65.4,109.5,113.8,348.25,345.1,5.095,-0.225302
1986-08-01,6.9,51.228,51.925,7327.756,296.6,17.01,55.0792,78.1419,1726.0,1807.0,65.3,109.6,114.2,346.17,361.0,5.05,-0.112555
1986-09-01,7.0,51.396,52.096,7334.44,235.7,21.221,55.2317,78.2726,1686.0,1687.0,65.4,110.0,114.6,345.48,391.75,5.205,-0.214306
1986-10-01,7.0,51.488,52.273,7336.284,275.6,14.516,55.4645,78.5086,1675.0,1681.0,65.4,110.2,115.0,344.82,425.0,5.571,-0.08189
1986-11-01,6.9,51.58,52.384,7347.933,286.4,14.545,55.6854,78.7174,1644.0,1623.0,65.4,110.4,115.3,346.22,406.2,5.625,-0.246009
1986-12-01,6.6,51.651,52.452,7373.793,226.2,17.782,56.212,79.3476,1903.0,1833.0,65.3,110.8,115.6,347.48,395.55,5.495,-0.384066
1987-01-01,6.6,51.894,52.578,7361.633,315.2,12.155,56.0012,78.9277,1690.0,1774.0,65.4,111.4,115.9,348.73,403.5,5.363,-0.052244
1987-02-01,6.6,52.076,52.685,7383.378,277.2,14.83,56.7438,79.8385,1689.0,1784.0,65.5,111.8,116.2,348.92,406.75,5.529,0.220719
1987-03-01,6.6,52.214,52.841,7400.008,277.7,15.017,56.8235,79.8055,1704.0,1726.0,65.5,112.2,116.6,349.81,404.25,5.429,-0.744173
1987-04-01,6.3,52.409,53.065,7394.617,134.1,15.167,57.1954,80.1758,1601.0,1614.0,65.4,112.7,117.3,351.4,418.75,6.256,-0.463682
1987-05-01,6.3,52.542,53.214,7439.064,266.6,14.283,57.5498,80.5155,1500.0,1628.0,65.7,113.0,117.7,352.15,456.75,7.935,0.000272
1987-06-01,6.2,52.741,53.36,7432.017,250.1,15.341,57.8603,80.7902,1522.0,1594.0,65.5,113.5,117.9,351.58,442.9,7.339,-0.116654
1987-07-01,6.1,52.863,53.498,7457.261,244.2,15.372,58.2501,81.1772,1516.0,1575.0,65.6,113.8,118.3,350.21,445.75,7.3,0.225875
1987-08-01,6.0,53.072,53.679,7496.646,236.5,16.786,58.6889,81.6378,1511.0,1605.0,65.7,114.3,118.7,348.2,472.75,8.6,0.170946
1987-09-01,5.9,53.251,53.892,7503.262,252.8,15.82,58.9137,81.8095,1514.0,1695.0,65.5,114.7,119.2,346.66,453.75,7.45,0.205541
1987-10-01,6.0,53.42,54.122,7552.866,279.4,13.975,59.7083,82.7829,1447.0,1515.0,65.7,115.0,119.8,346.72,454.9,7.55,-0.120388
1987-11-01,5.8,53.521,54.235,7589.74,291.5,14.227,60.0022,83.0749,1457.0,1656.0,65.7,115.4,120.1,348.08,469.3,7.0,-0.559863
1987-12-01,5.7,53.62,54.349,7675.619,301.8,15.354,60.3336,83.4335,1345.0,1400.0,65.7,115.6,120.4,349.28,487.8,6.99,0.28092
1988-01-01,5.7,53.828,54.606,7669.267,285.3,15.77,60.3186,83.3283,1244.0,1271.0,65.8,116.0,120.9,350.51,480.5,6.635,0.254678
1988-02-01,5.7,53.908,54.718,7703.832,305.9,16.172,60.6209,83.6774,1438.0,1473.0,65.9,116.2,121.2,351.7,452.7,6.535,0.097709
1988-03-01,5.7,54.093,54.952,7724.295,295.5,15.848,60.7591,83.8133,1525.0,1532.0,65.7,116.5,121.7,352.5,429.3,6.208,0.029889
1988-04-01,5.4,54.356,55.219,7744.299,324.0,15.201,61.1144,84.2599,1429.0,1573.0,65.8,117.2,122.3,353.67,453.6,6.73,0.211087
1988-05-01,5.6,54.514,55.407,7751.91,309.8,15.606,60.9952,84.0591,1444.0,1421.0,65.7,117.5,122.7,354.35,445.9,6.358,0.345627
1988-06-01,5.4,54.746,55.641,7779.471,314.8,15.525,61.1697,84.2661,1485.0,1478.0,65.8,118.0,123.2,353.88,456.75,6.709,0.451366
1988-07-01,5.4,55.012,55.868,7814.33,324.6,15.375,61.1749,84.2395,1439.0,1467.0,65.9,118.5,123.6,352.8,436.85,6.686,0.533668
1988-08-01,5.6,55.175,56.007,7834.98,321.1,15.078,61.4851,84.6276,1460.0,1493.0,66.1,119.0,124.0,350.49,434.6,6.863,0.237138
1988-09-01,5.4,55.444,56.307,7850.303,339.7,14.71,61.2844,84.304,1436.0,1492.0,65.9,119.5,124.7,348.97,430.4,6.548,0.366042
1988-10-01,5.4,55.625,56.521,7894.044,333.3,14.815,61.5595,84.623,1516.0,1522.0,66.0,119.9,125.2,349.37,396.0,6.124,0.223008
1988-11-01,5.3,55.754,56.676,7896.3,325.8,15.038,61.7128,84.7603,1508.0,1569.0,66.2,120.3,125.6,350.42,410.9,6.275,-0.062421
1988-12-01,5.3,55.928,56.864,7936.204,325.5,16.098,61.9983,85.0642,1501.0,1563.0,66.1,120.7,126.0,351.62,424.75,6.163,0.549419
1989-01-01,5.4,56.215,57.152,8007.589,335.1,15.017,62.1789,85.208,1466.0,1621.0,66.5,121.2,126.5,353.07,411.6,6.07,-0.524609
1989-02-01,5.2,56.402,57.297,8030.962,353.2,14.668,61.9074,84.7168,1383.0,1425.0,66.3,121.6,126.9,353.43,392.8,5.821,0.344011
1989-03-01,5.0,56.612,57.468,8072.817,375.3,14.362,62.0592,84.7889,1214.0,1422.0,66.3,122.2,127.4,354.08,384.05,5.838,0.231013
1989-04-01,5.2,56.989,57.661,8041.025,335.2,15.698,62.0424,84.6158,1376.0,1339.0,66.4,123.1,127.8,355.72,385.45,5.791,0.089418
1989-05-01,5.2,57.197,57.833,8006.298,321.3,14.942,61.6948,83.9786,1381.0,1331.0,66.3,123.7,128.3,355.95,377.45,5.65,-0.021707
1989-06-01,5.3,57.322,57.987,8028.717,325.8,14.065,61.6915,83.7983,1322.0,1397.0,66.5,124.1,128.8,355.44,361.4,5.159,0.03516
1989-07-01,5.2,57.459,58.136,8055.26,329.7,14.389,61.0978,82.8088,1283.0,1427.0,66.5,124.5,129.2,354.05,374.5,5.193,0.231483
1989-08-01,5.2,57.466,58.217,8072.841,305.5,16.234,61.6949,83.4265,1334.0,1332.0,66.5,124.5,129.5,351.84,369.0,5.248,0.123512
1989-09-01,5.3,57.594,58.419,8095.196,324.8,15.361,61.4839,82.9458,1314.0,1279.0,66.4,124.8,129.9,350.09,359.4,5.05,0.253885
1989-10-01,5.3,57.819,58.631,8134.089,347.5,13.27,61.4105,82.6489,1365.0,1410.0,66.5,125.4,130.6,350.33,366.5,5.228,0.335127
1989-11-01,5.4,57.945,58.787,8142.33,350.3,13.068,61.6172,82.7278,1344.0,1351.0,66.6,125.9,131.1,351.55,373.05,5.168,-0.332981
1989-12-01,5.4,58.113,58.954,8149.087,321.3,13.273,61.9635,82.9946,1422.0,1251.0,66.5,126.3,131.6,352.91,413.85,5.71,0.275347
1990-01-01,5.4,58.553,59.181,8170.022,331.5,16.01,61.644,82.3733,1748.0,1551.0,66.8,127.5,132.1,353.86,399.0,5.21,0.246194
1990-02-01,5.3,58.811,59.468,8195.397,361.5,14.066,62.2108,82.9404,1329.0,1437.0,66.7,128.0,132.7,355.1,415.8,5.213,0.114627
1990-03-01,5.2,59.033,59.754,8203.337,352.3,14.203,62.5068,83.1505,1246.0,1289.0,66.7,128.6,133.5,355.75,406.3,5.14,1.490924
